Mod:Item:MetaData, Localized Name
galacticraftplanets:basic_item_venus:6, 阵列太阳能晶圆
galacticraftplanets:volcanic_pickaxe, 火山破坏镐
galacticraftplanets:key_t3:0, 三阶地牢钥匙
galacticraftplanets:atomic_battery, 原子能电池
extraplanets:mercury:0, 水星地表岩石
extraplanets:mercury:1, 水星地底岩石
extraplanets:mercury:2, 水星石头
extraplanets:mercury:3, 水星铁矿石
extraplanets:mercury:4, 水星锡矿石
extraplanets:mercury:5, 水星铜矿石
extraplanets:mercury:6, 水星汞矿石
extraplanets:mercury:7, 汞块
extraplanets:mercury:8, 水星石砖
extraplanets:mercury:9, 水星地牢砖
extraplanets:mercury:10, 碳矿石
extraplanets:mercury:11, 碳块
extraplanets:mercury_gravel, 水星沙砾
extraplanets:mercury_spawner, tile.boss_spawner_mercury.name
extraplanets:treasure_chest_t4, 四阶宝箱
extraplanets:ceres:0, 谷神星地表岩石
extraplanets:ceres:1, 谷神星地底岩石
extraplanets:ceres:2, 谷神星石头
extraplanets:ceres:3, 谷神星铁矿石
extraplanets:ceres:4, 谷神星锡矿石
extraplanets:ceres:5, 谷神星铜矿石
extraplanets:ceres:6, 谷神星铀矿石
extraplanets:ceres:7, 铀块
extraplanets:ceres:8, 谷神星石砖
extraplanets:ceres_gravel, 谷神星沙砾
extraplanets:jupiter:0, 木星地表岩石
extraplanets:jupiter:1, 木星地底岩石
extraplanets:jupiter:2, 木星石头
extraplanets:jupiter:3, 木星铁矿石
extraplanets:jupiter:4, 木星锡矿石
extraplanets:jupiter:5, 木星铜矿石
extraplanets:jupiter:6, 木星钯矿石
extraplanets:jupiter:7, 木星镍矿石
extraplanets:jupiter:8, 钯块
extraplanets:jupiter:9, 木星石砖
extraplanets:jupiter:10, 木星地牢砖
extraplanets:jupiter:11, 木星红色宝石矿石
extraplanets:jupiter:12, 红色宝石块
extraplanets:jupiter:13, 镍块
extraplanets:jupiter_gravel, 木星沙砾
extraplanets:jupiter_spawner, tile.boss_spawner_jupiter.name
extraplanets:treasure_chest_t5, 五阶宝箱
extraplanets:volcanic_rock, 火山岩
extraplanets:ash_rock, 灰烬块
extraplanets:orange_sand, 橙沙
extraplanets:orange_sandstone, 橙砂岩
extraplanets:saturn:0, 土星地表岩石
extraplanets:saturn:1, 土星地底岩石
extraplanets:saturn:2, 土星石头
extraplanets:saturn:3, 土星铁矿石
extraplanets:saturn:4, 土星锡矿石
extraplanets:saturn:5, 土星铜矿石
extraplanets:saturn:6, 土星镁矿石
extraplanets:saturn:7, 镁块
extraplanets:saturn:8, 土星石砖
extraplanets:saturn:9, 土星地牢砖
extraplanets:saturn:10, 土星被污染的破损石头
extraplanets:saturn:11, 土星被污染的石头
extraplanets:saturn:12, 土星史莱姆矿石
extraplanets:saturn_gravel, 土星沙砾
extraplanets:saturn_spawner, tile.boss_spawner_saturn.name
extraplanets:treasure_chest_t6, 六阶宝箱
extraplanets:uranus:0, 天王星地表岩石
extraplanets:uranus:1, 天王星地底岩石
extraplanets:uranus:2, 天王星石头
extraplanets:uranus:3, 天王星水晶矿石
extraplanets:uranus:4, 水晶石块
extraplanets:uranus:5, 天王星石砖
extraplanets:uranus:6, 天王星地牢砖
extraplanets:uranus:7, 天王星白色宝石矿石
extraplanets:uranus:8, 白色宝石块
extraplanets:uranus_spawner, tile.boss_spawner_uranus.name
extraplanets:treasure_chest_t7, 七阶宝箱
extraplanets:dense_ice, 坚冰
extraplanets:neptune:0, 海王星地表岩石
extraplanets:neptune:1, 海王星地底岩石
extraplanets:neptune:2, 海王星石头
extraplanets:neptune:3, 海王星铁矿石
extraplanets:neptune:4, 海王星锡矿石
extraplanets:neptune:5, 海王星铜矿石
extraplanets:neptune:6, 海王星锌矿石
extraplanets:neptune:7, 锌块
extraplanets:neptune:8, 海王星石砖
extraplanets:neptune:9, 海王星地牢砖
extraplanets:neptune:10, 海王星蓝色宝石矿石
extraplanets:neptune:11, 蓝色宝石块
extraplanets:neptune_spawner, tile.boss_spawner_neptune.name
extraplanets:treasure_chest_t8, 八阶宝箱
extraplanets:frozen_nitrogen, 冷冻氮
extraplanets:pluto:0, 冥王星地表岩石
extraplanets:pluto:1, 冥王星地底岩石
extraplanets:pluto:2, 冥王星石头
extraplanets:pluto:3, 冥王星铁矿石
extraplanets:pluto:4, 冥王星锡矿石
extraplanets:pluto:5, 冥王星铜矿石
extraplanets:pluto:6, 冥王星钨矿石
extraplanets:pluto:7, 钨块
extraplanets:pluto:8, 冥王星石砖
extraplanets:pluto:9, 冥王星地牢砖
extraplanets:pluto_spawner, tile.boss_spawner_pluto.name
extraplanets:treasure_chest_t9, 九阶宝箱
extraplanets:pluto_gravel, 冥王星沙砾
extraplanets:eris:0, 阋神星地表岩石
extraplanets:eris:1, 阋神星地底岩石
extraplanets:eris:2, 阋神星石头
extraplanets:eris:3, 阋神星铁矿石
extraplanets:eris:4, 阋神星锡矿石
extraplanets:eris:5, 阋神星铜矿石
extraplanets:eris:6, 阋神星玄铁矿石
extraplanets:eris:7, 玄铁块
extraplanets:eris:8, 阋神星石砖
extraplanets:eris:9, 阋神星地牢砖
extraplanets:eris_spawner, tile.boss_spawner_eris.name
extraplanets:treasure_chest_t10, 十阶宝箱
extraplanets:eris_gravel, 阋神星沙砾
extraplanets:kepler22b:0, 开普勒-22b泥土
extraplanets:kepler22b:1, 开普勒-22b石头
extraplanets:kepler22b:2, 开普勒-22b铁矿石
extraplanets:kepler22b:3, 开普勒-22b锡矿石
extraplanets:kepler22b:4, 开普勒-22b铜矿石
extraplanets:kepler22b:5, 开普勒-22b密集煤矿石
extraplanets:kepler22b:6, 开普勒-22b蓝色钻石矿石
extraplanets:kepler22b:7, 开普勒-22b红色钻石矿石
extraplanets:kepler22b:8, 开普勒-22b紫色钻石矿石
extraplanets:kepler22b:9, 开普勒-22b黄色钻石矿石
extraplanets:kepler22b:10, 开普勒-22b绿色钻石矿石
extraplanets:kepler22b:11, 开普勒-22b石砖
extraplanets:kepler22b:12, 开普勒-22b圆石
extraplanets:kepler22b:13, 开普勒-22b铂矿石
extraplanets:kepler22b:14, 铂块
extraplanets:kepler22b_grass, 开普勒-22b草方块
extraplanets:kepler22b_blue_grass, 开普勒-22b蓝色草方块
extraplanets:kepler22b_purple_grass, 开普勒-22b紫色草方块
extraplanets:kepler22b_red_grass, 开普勒-22b红色草方块
extraplanets:kepler22b_yellow_grass, 开普勒-22b黄色草方块
extraplanets:kepler22b_infected_grass, 开普勒-22b被污染的草方块
extraplanets:kepler22b_flowers:0, 开普勒-22b蓝色矮草
extraplanets:kepler22b_flowers:1, 开普勒-22b蓝色中草
extraplanets:kepler22b_flowers:2, 开普勒-22b蓝色高草
extraplanets:kepler22b_flowers:3, 开普勒-22b红色矮草
extraplanets:kepler22b_flowers:4, 开普勒-22b红色中草
extraplanets:kepler22b_flowers:5, 开普勒-22b红色高草
extraplanets:red_sand, 红沙
extraplanets:red_sandstone, 红砂岩
extraplanets:europa:0, 木卫二地表岩石
extraplanets:europa:1, 木卫二地底岩石
extraplanets:europa:2, 木卫二石头
extraplanets:europa:3, 木卫二铁矿石
extraplanets:europa:4, 木卫二锡矿石
extraplanets:europa:5, 木卫二铜矿石
extraplanets:europa_gravel, 木卫二沙砾
extraplanets:io:0, 木卫一地表岩石
extraplanets:io:1, 木卫一地底岩石
extraplanets:io:2, 木卫一石头
extraplanets:io:3, 木卫一铁矿石
extraplanets:io:4, 木卫一锡矿石
extraplanets:io:5, 木卫一铜矿石
extraplanets:io_gravel, 木卫一沙砾
extraplanets:deimos:0, 火卫二地表岩石
extraplanets:deimos:1, 火卫二地底岩石
extraplanets:deimos:2, 火卫二石头
extraplanets:deimos:3, 火卫二铁矿石
extraplanets:deimos:4, 火卫二锡矿石
extraplanets:deimos:5, 火卫二铜矿石
extraplanets:deimos_gravel, 火卫二沙砾
extraplanets:phobos:0, 火卫一地表岩石
extraplanets:phobos:1, 火卫一地底岩石
extraplanets:phobos:2, 火卫一石头
extraplanets:phobos:3, 火卫一铁矿石
extraplanets:phobos:4, 火卫一锡矿石
extraplanets:phobos:5, 火卫一铜矿石
extraplanets:phobos_gravel, 火卫一沙砾
extraplanets:triton:0, 海卫一地表岩石
extraplanets:triton:1, 海卫一地底岩石
extraplanets:triton:2, 海卫一石头
extraplanets:triton:3, 海卫一铁矿石
extraplanets:triton:4, 海卫一锡矿石
extraplanets:triton:5, 海卫一铜矿石
extraplanets:triton_gravel, 海卫一沙砾
extraplanets:callisto:0, 木卫四地表岩石
extraplanets:callisto:1, 木卫四地底岩石
extraplanets:callisto:2, 木卫四石头
extraplanets:callisto:3, 木卫四铁矿石
extraplanets:callisto:4, 木卫四锡矿石
extraplanets:callisto:5, 木卫四铜矿石
extraplanets:callisto:6, 木卫四干性油
extraplanets:callisto:7, 木卫四页岩油
extraplanets:callisto_gravel, 木卫四沙砾
extraplanets:ganymede:0, 木卫三地表岩石
extraplanets:ganymede:1, 木卫三地底岩石
extraplanets:ganymede:2, 木卫三石头
extraplanets:ganymede:3, 木卫三铁矿石
extraplanets:ganymede:4, 木卫三锡矿石
extraplanets:ganymede:5, 木卫三铜矿石
extraplanets:ganymede_gravel, 木卫三沙砾
extraplanets:rhea:0, 土卫五地表岩石
extraplanets:rhea:1, 土卫五地底岩石
extraplanets:rhea:2, 土卫五石头
extraplanets:rhea:3, 土卫五铁矿石
extraplanets:rhea:4, 土卫五锡矿石
extraplanets:rhea:5, 土卫五铜矿石
extraplanets:rhea_gravel, 土卫五沙砾
extraplanets:titan:0, 土卫六地表岩石
extraplanets:titan:1, 土卫六地底岩石
extraplanets:titan:2, 土卫六石头
extraplanets:titan:3, 土卫六铁矿石
extraplanets:titan:4, 土卫六锡矿石
extraplanets:titan:5, 土卫六铜矿石
extraplanets:titan:6, 土卫六地表甲烷
extraplanets:titan:7, 土卫六地底甲烷
extraplanets:titan:8, 土卫六岩石
extraplanets:titan_gravel, 土卫六沙砾
extraplanets:oberon:0, 天卫四地表岩石
extraplanets:oberon:1, 天卫四地底岩石
extraplanets:oberon:2, 天卫四石头
extraplanets:oberon:3, 天卫四铁矿石
extraplanets:oberon:4, 天卫四锡矿石
extraplanets:oberon:5, 天卫四铜矿石
extraplanets:oberon_gravel, 天卫四沙砾
extraplanets:titania:0, 天卫三地表岩石
extraplanets:titania:1, 天卫三地底岩石
extraplanets:titania:2, 天卫三石头
extraplanets:titania:3, 天卫三铁矿石
extraplanets:titania:4, 天卫三锡矿石
extraplanets:titania:5, 天卫三铜矿石
extraplanets:titania_gravel, 天卫三沙砾
extraplanets:iapetus:0, 土卫八地表岩石
extraplanets:iapetus:1, 土卫八地底岩石
extraplanets:iapetus:2, 土卫八石头
extraplanets:iapetus:3, 土卫八铁矿石
extraplanets:iapetus:4, 土卫八锡矿石
extraplanets:iapetus:5, 土卫八铜矿石
extraplanets:iapetus:6, 土卫八冰块
extraplanets:iapetus_gravel, 土卫八沙砾
extraplanets:fossil, 化石
extraplanets:nuclear_bomb, 核弹
extraplanets:fire_bomb, 火焰炸弹
extraplanets:ore_lead, 铅矿石
extraplanets:potash, 草木灰
extraplanets:advanced_launch_pad:0, 二阶火箭发射平台
extraplanets:advanced_launch_pad:1, 三阶火箭发射平台
extraplanets:advanced_launch_pad:2, 漫游车充能平台
extraplanets:advanced_launch_pad:3, 电力火箭发射平台
extraplanets:advanced_launch_pad_full, 二/三阶发射平台
extraplanets:block_multi:0, tile.block_multi.tier2LaunchPad.name
extraplanets:decorative_blocks:0, 大理石
extraplanets:decorative_blocks:1, 大理石砖
extraplanets:decorative_blocks:2, 雪砖
extraplanets:decorative_blocks:3, 冰砖
extraplanets:decorative_blocks:4, 火焰砖
extraplanets:decorative_blocks:5, 黑白相间瓷砖地板
extraplanets:decorative_blocks:6, 大理石瓷砖地板
extraplanets:decorative_blocks:7, 破损的大理石瓷砖地板
extraplanets:decorative_blocks:8, 金属网地板
extraplanets:decorative_blocks:9, 冷冻氮砖
extraplanets:decorative_blocks:10, 火山岩砖
extraplanets:decorative_blocks:11, 碳瓷砖地板
extraplanets:decorative_blocks:12, 破损的碳瓷砖地板
extraplanets:decorative_blocks:13, 镁瓷砖地板
extraplanets:decorative_blocks:14, 破损的镁瓷砖地板
extraplanets:decorative_blocks:15, 灰烬砖
extraplanets:decorative_blocks2:0, 白色方块
extraplanets:decorative_blocks2:1, 红色方块
extraplanets:decorative_blocks2:2, 蓝色方块
extraplanets:decorative_blocks2:3, 亮蓝色方块
extraplanets:decorative_blocks2:4, 黄色方块
extraplanets:decorative_blocks2:5, 绿色方块
extraplanets:candy_blocks:0, 红色糖果块
extraplanets:candy_blocks:1, 绿色糖果块
extraplanets:candy_blocks:2, 蓝色糖果块
extraplanets:candy_blocks:3, 橙色糖果块
extraplanets:candy_blocks:4, 品红色糖果块
extraplanets:candy_blocks:5, 粉红色糖果块
extraplanets:candy_blocks:6, 黄绿色糖果块
extraplanets:candy_blocks:7, 紫色糖果块
extraplanets:candy_blocks:8, 棕色糖果块
extraplanets:candy_blocks:9, 黑色糖果块
extraplanets:candy_blocks_horizontal:0, 红色糖果块（反向）
extraplanets:candy_blocks_horizontal:1, 绿色糖果块（反向）
extraplanets:candy_blocks_horizontal:2, 蓝色糖果块（反向）
extraplanets:candy_blocks_horizontal:3, 橙色糖果块（反向）
extraplanets:candy_blocks_horizontal:4, 品红色糖果块（反向）
extraplanets:candy_blocks_horizontal:5, 粉红色糖果块（反向）
extraplanets:candy_blocks_horizontal:6, 黄绿色糖果块（反向）
extraplanets:candy_blocks_horizontal:7, 紫色糖果块（反向）
extraplanets:candy_blocks_horizontal:8, 棕色糖果块（反向）
extraplanets:candy_blocks_horizontal:9, 黑色糖果块（反向）
extraplanets:cake_blocks:0, 蛋糕块
extraplanets:cake_blocks:1, 红丝绒蛋糕块
extraplanets:cake_blocks:2, 巧克力蛋糕块
extraplanets:cake_blocks:3, 红点装饰的白色糖衣
extraplanets:cake_blocks:4, 绿点装饰的白色糖衣
extraplanets:cake_blocks:5, 粉红点装饰的白色糖衣
extraplanets:cake_blocks:6, 橙点装饰的白色糖衣
extraplanets:cake_blocks:7, 曲奇岩石
extraplanets:white_sugar_cane, 白色甘蔗块
extraplanets:basic_decontamination_unit_fake_block, 基础辐射消除装置
extraplanets:diamond_grit, 钻石细沙
extraplanets:gold_grit, 金细沙
extraplanets:coal_grit, 煤炭细沙
extraplanets:iron_grit, 铁细沙
extraplanets:emerald_grit, 绿宝石细沙
extraplanets:mercury_stairs_surface, 水星地表岩石楼梯
extraplanets:mercury_stairs_sub_surface, 水星地底岩石楼梯
extraplanets:mercury_stairs_stone, 水星石头楼梯
extraplanets:mercury_stairs_stone_bricks, 水星石砖楼梯
extraplanets:ceres_stairs_surface, 谷神星地表岩石楼梯
extraplanets:ceres_stairs_sub_surface, 谷神星地底岩石楼梯
extraplanets:ceres_stairs_stone, 谷神星石头楼梯
extraplanets:ceres_stairs_stone_bricks, 谷神星石砖楼梯
extraplanets:jupiter_stairs_surface, 木星地表岩石楼梯
extraplanets:jupiter_stairs_sub_surface, 木星地底岩石楼梯
extraplanets:jupiter_stairs_stone, 木星石头楼梯
extraplanets:jupiter_stairs_stone_bricks, 木星石砖楼梯
extraplanets:saturn_stairs_surface, 土星地表岩石楼梯
extraplanets:saturn_stairs_sub_surface, 土星地底岩石楼梯
extraplanets:saturn_stairs_stone, 土星石头楼梯
extraplanets:saturn_stairs_stone_bricks, 土星石砖楼梯
extraplanets:uranus_stairs_surface, 天王星地表岩石楼梯
extraplanets:uranus_stairs_sub_surface, 天王星地底岩石楼梯
extraplanets:uranus_stairs_stone, 天王星石头楼梯
extraplanets:uranus_stairs_stone_bricks, 天王星石砖楼梯
extraplanets:neptune_stairs_surface, 海王星地表岩石楼梯
extraplanets:neptune_stairs_sub_surface, 海王星地底岩石楼梯
extraplanets:neptune_stairs_stone, 海王星石头楼梯
extraplanets:neptune_stairs_stone_bricks, 海王星石砖楼梯
extraplanets:pluto_stairs_surface, 冥王星地表岩石楼梯
extraplanets:pluto_stairs_sub_surface, 冥王星地底岩石楼梯
extraplanets:pluto_stairs_stone, 冥王星石头楼梯
extraplanets:pluto_stairs_stone_bricks, 冥王星石砖楼梯
extraplanets:eris_stairs_surface, 阋神星地表岩石楼梯
extraplanets:eris_stairs_sub_surface, 阋神星地底岩石楼梯
extraplanets:eris_stairs_stone, 阋神星石头楼梯
extraplanets:eris_stairs_stone_bricks, 阋神星石砖楼梯
extraplanets:kepler22b_maple_logs:0, 开普勒-22b蓝色枫树原木
extraplanets:kepler22b_maple_logs:1, 开普勒-22b红色枫树原木
extraplanets:kepler22b_maple_logs:2, 开普勒-22b紫色枫树原木
extraplanets:kepler22b_maple_logs:3, 开普勒-22b黄色枫树原木
extraplanets:kepler22b_maple_logs2:0, 开普勒-22b绿色枫树原木
extraplanets:kepler22b_maple_logs2:1, 开普勒-22b棕色枫树原木
extraplanets:kepler22b_maple_saplings:0, 开普勒-22b蓝色枫树树苗
extraplanets:kepler22b_maple_saplings:1, 开普勒-22b红色枫树树苗
extraplanets:kepler22b_maple_saplings:2, 开普勒-22b紫色枫树树苗
extraplanets:kepler22b_maple_saplings:3, 开普勒-22b黄色枫树树苗
extraplanets:kepler22b_maple_saplings:4, 开普勒-22b绿色枫树树苗
extraplanets:kepler22b_maple_saplings:5, 开普勒-22b棕色枫树树苗
extraplanets:kepler22b_new_maple_leaves:0, 开普勒-22b蓝色枫树树叶
extraplanets:kepler22b_new_maple_leaves:1, 开普勒-22b红色枫树树叶
extraplanets:kepler22b_new_maple_leaves:2, 开普勒-22b紫色枫树树叶
extraplanets:kepler22b_new_maple_leaves:3, 开普勒-22b黄色枫树树叶
extraplanets:kepler22b_new_maple_leaves_2:0, 开普勒-22b绿色枫树树叶
extraplanets:kepler22b_new_maple_leaves_2:1, 开普勒-22b棕色枫树树叶
extraplanets:kepler22b_planks:0, 开普勒-22b蓝色木板
extraplanets:kepler22b_planks:1, 开普勒-22b红色木板
extraplanets:kepler22b_planks:2, 开普勒-22b紫色木板
extraplanets:kepler22b_planks:3, 开普勒-22b黄色木板
extraplanets:kepler22b_planks:4, 开普勒-22b绿色木板
extraplanets:kepler22b_planks:5, 开普勒-22b棕色木板
extraplanets:advanced_refinery, 高级燃油精炼机
extraplanets:ultimate_refinery, 终极燃油精炼机
extraplanets:solar:0, 混合型高级太阳能电池板
extraplanets:solar:4, 最终混合型高级太阳能电池板
extraplanets:advanced_oxygen_compressor:0, 高级氧气压缩机
extraplanets:advanced_oxygen_compressor:4, 高级氧气解压机
extraplanets:ultimate_oxygen_compressor:0, 终极氧气压缩机
extraplanets:ultimate_oxygen_compressor:4, 终极氧气解压机
extraplanets:basic_decrystallizer, 基础逆结晶器
extraplanets:basic_crystallizer, 基础结晶器
extraplanets:basic_smasher, 基础粉碎机
extraplanets:basic_chemical_injector, 基础化学注入器
extraplanets:basic_solar_evaporation_chamber, 基础太阳能蒸发室
extraplanets:basic_purifier, 基础净化器
extraplanets:basic_decontamination_unit, 基础辐射消除装置
extraplanets:advanced_fuel_loader, 高级燃料装载机
extraplanets:ultimate_fuel_loader, 终极燃料装载机
extraplanets:basic_densifier, 基础浓缩机
extraplanets:vehicle_charger, 漫游车充能器
extraplanets:glowstone, 液态荧石
extraplanets:magma, 岩浆块
extraplanets:nitrogen, 液氮
extraplanets:frozen_water, 冰水
extraplanets:salt, 盐水
extraplanets:radioactive_water, 放射性水
extraplanets:clean_water, 清水
extraplanets:infected_water, 污染水
extraplanets:methane, 液态甲烷
extraplanets:nitrogen_ice, 液氮冰
extraplanets:liquid_hydrocarbon, 液态烃
extraplanets:liquid_chocolate, 液态巧克力
extraplanets:liquid_caramel, 液态焦糖
extraplanets:mercury_pickaxe, 汞镐
extraplanets:mercury_axe, 汞斧
extraplanets:mercury_hoe, 汞锄
extraplanets:mercury_shovel, 汞锹
extraplanets:mercury_sword, 汞剑
extraplanets:carbon_pickaxe, 碳镐
extraplanets:carbon_axe, 碳斧
extraplanets:carbon_hoe, 碳锄
extraplanets:carbon_shovel, 碳锹
extraplanets:carbon_sword, 碳剑
extraplanets:uranium_pickaxe, 铀镐
extraplanets:uranium_axe, 铀斧
extraplanets:uranium_hoe, 铀锄
extraplanets:uranium_shovel, 铀锹
extraplanets:uranium_sword, 铀剑
extraplanets:palladium_pickaxe, 钯镐
extraplanets:palladium_axe, 钯斧
extraplanets:palladium_hoe, 钯锄
extraplanets:palladium_shovel, 钯锹
extraplanets:palladium_sword, 钯剑
extraplanets:red_gem_pickaxe, 红色宝石镐
extraplanets:red_gem_axe, 红色宝石斧
extraplanets:red_gem_hoe, 红色宝石锄
extraplanets:red_gem_shovel, 红色宝石锹
extraplanets:red_gem_sword, 红色宝石剑
extraplanets:magnesium_pickaxe, 镁镐
extraplanets:magnesium_axe, 镁斧
extraplanets:magnesium_hoe, 镁锄
extraplanets:magnesium_shovel, 镁锹
extraplanets:magnesium_sword, 镁剑
extraplanets:crystal_pickaxe, 水晶镐
extraplanets:crystal_axe, 水晶斧
extraplanets:crystal_hoe, 水晶锄
extraplanets:crystal_shovel, 水晶锹
extraplanets:crystal_sword, 水晶剑
extraplanets:white_gem_pickaxe, 白色宝石镐
extraplanets:white_gem_axe, 白色宝石斧
extraplanets:white_gem_hoe, 白色宝石锄
extraplanets:white_gem_shovel, 白色宝石锹
extraplanets:white_gem_sword, 白色宝石剑
extraplanets:blue_gem_pickaxe, 蓝色宝石镐
extraplanets:blue_gem_axe, 蓝色宝石斧
extraplanets:blue_gem_hoe, 蓝色宝石锄
extraplanets:blue_gem_shovel, 蓝色宝石锹
extraplanets:blue_gem_sword, 蓝色宝石剑
extraplanets:zinc_pickaxe, 锌镐
extraplanets:zinc_axe, 锌斧
extraplanets:zinc_hoe, 锌锄
extraplanets:zinc_shovel, 锌锹
extraplanets:zinc_sword, 锌剑
extraplanets:tungsten_pickaxe, 钨镐
extraplanets:tungsten_axe, 钨斧
extraplanets:tungsten_hoe, 钨锄
extraplanets:tungsten_shovel, 钨锹
extraplanets:tungsten_sword, 钨剑
extraplanets:blue_diamond_pickaxe, 蓝色钻石镐
extraplanets:blue_diamond_axe, 蓝色钻石斧
extraplanets:blue_diamond_hoe, 蓝色钻石锄
extraplanets:blue_diamond_shovel, 蓝色钻石锹
extraplanets:blue_diamond_sword, 蓝色钻石剑
extraplanets:red_diamond_pickaxe, 红色钻石镐
extraplanets:red_diamond_axe, 红色钻石斧
extraplanets:red_diamond_hoe, 红色钻石锄
extraplanets:red_diamond_shovel, 红色钻石锹
extraplanets:red_diamond_sword, 红色钻石剑
extraplanets:purple_diamond_pickaxe, 紫色钻石镐
extraplanets:purple_diamond_axe, 紫色钻石斧
extraplanets:purple_diamond_hoe, 紫色钻石锄
extraplanets:purple_diamond_shovel, 紫色钻石锹
extraplanets:purple_diamond_sword, 紫色钻石剑
extraplanets:yellow_diamond_pickaxe, 黄色钻石镐
extraplanets:yellow_diamond_axe, 黄色钻石斧
extraplanets:yellow_diamond_hoe, 黄色钻石锄
extraplanets:yellow_diamond_shovel, 黄色钻石锹
extraplanets:yellow_diamond_sword, 黄色钻石剑
extraplanets:green_diamond_pickaxe, 绿色钻石镐
extraplanets:green_diamond_axe, 绿色钻石斧
extraplanets:green_diamond_hoe, 绿色钻石锄
extraplanets:green_diamond_shovel, 绿色钻石锹
extraplanets:green_diamond_sword, 绿色钻石剑
extraplanets:mercury_helmet, 汞头盔
extraplanets:mercury_chest, 汞胸甲
extraplanets:mercury_legings, 汞护腿
extraplanets:mercury_boots, 汞靴子
extraplanets:carbon_helmet, 碳头盔
extraplanets:carbon_chest, 碳胸甲
extraplanets:carbon_legings, 碳护腿
extraplanets:carbon_boots, 碳靴子
extraplanets:uranium_helmet, 铀头盔
extraplanets:uranium_chest, 铀胸甲
extraplanets:uranium_legings, 铀护腿
extraplanets:uranium_boots, 铀靴子
extraplanets:palladium_helmet, 钯头盔
extraplanets:palladium_chest, 钯胸甲
extraplanets:palladium_legings, 钯护腿
extraplanets:palladium_boots, 钯靴子
extraplanets:red_gem_helmet, 红色宝石头盔
extraplanets:red_gem_chest, 红色宝石胸甲
extraplanets:red_gem_legings, 红色宝石护腿
extraplanets:red_gem_boots, 红色宝石靴子
extraplanets:magnesium_helmet, 镁头盔
extraplanets:magnesium_chest, 镁胸甲
extraplanets:magnesium_legings, 镁护腿
extraplanets:magnesium_boots, 镁靴子
extraplanets:crystal_helmet, 水晶头盔
extraplanets:crystal_chest, 水晶胸甲
extraplanets:crystal_legings, 水晶护腿
extraplanets:crystal_boots, 水晶靴子
extraplanets:white_gem_helmet, 白色宝石头盔
extraplanets:white_gem_chest, 白色宝石胸甲
extraplanets:white_gem_legings, 白色宝石护腿
extraplanets:white_gem_boots, 白色宝石靴子
extraplanets:zinc_helmet, 锌头盔
extraplanets:zinc_chest, 锌胸甲
extraplanets:zinc_legings, 锌护腿
extraplanets:zinc_boots, 锌靴子
extraplanets:blue_gem_helmet, 蓝色宝石头盔
extraplanets:blue_gem_chest, 蓝色宝石胸甲
extraplanets:blue_gem_legings, 蓝色宝石护腿
extraplanets:blue_gem_boots, 蓝色宝石靴子
extraplanets:tungsten_helmet, 钨头盔
extraplanets:tungsten_chest, 钨胸甲
extraplanets:tungsten_legings, 钨护腿
extraplanets:tungsten_boots, 钨靴子
extraplanets:blue_diamond_helmet, 蓝色钻石头盔
extraplanets:blue_diamond_chest, 蓝色钻石胸甲
extraplanets:blue_diamond_legings, 蓝色钻石护腿
extraplanets:blue_diamond_boots, 蓝色钻石靴子
extraplanets:red_diamond_helmet, 红色钻石头盔
extraplanets:red_diamond_chest, 红色钻石胸甲
extraplanets:red_diamond_legings, 红色钻石护腿
extraplanets:red_diamond_boots, 红色钻石靴子
extraplanets:purple_diamond_helmet, 紫色钻石头盔
extraplanets:purple_diamond_chest, 紫色钻石胸甲
extraplanets:purple_diamond_legings, 紫色钻石护腿
extraplanets:purple_diamond_boots, 紫色钻石靴子
extraplanets:yellow_diamond_helmet, 黄色钻石头盔
extraplanets:yellow_diamond_chest, 黄色钻石胸甲
extraplanets:yellow_diamond_legings, 黄色钻石护腿
extraplanets:yellow_diamond_boots, 黄色钻石靴子
extraplanets:green_diamond_helmet, 绿色钻石头盔
extraplanets:green_diamond_chest, 绿色钻石胸甲
extraplanets:green_diamond_legings, 绿色钻石护腿
extraplanets:green_diamond_boots, 绿色钻石靴子
extraplanets:tier0_space_suit_helmet, Temporary Space Suit Helmet
extraplanets:tier0_space_suit_chest, Temporary Space Suit Chestplate
extraplanets:tier0_space_suit_legings, Temporary Space Suit Leggings
extraplanets:tier0_space_suit_boots, Temporary Space Suit Boots
extraplanets:tier1_space_suit_helmet, 一阶太空服头盔
extraplanets:tier1_space_suit_chest, 一阶太空服胸甲
extraplanets:tier1_space_suit_jetpack_chest, 一阶太空服喷气背包胸甲
extraplanets:tier1_space_suit_legings, 一阶太空服护腿
extraplanets:tier1_space_suit_boots, 一阶太空服靴子
extraplanets:tier1_space_suit_gravity_boots, 一阶太空服重力靴子
extraplanets:tier2_space_suit_helmet, 二阶太空服头盔
extraplanets:tier2_space_suit_chest, 二阶太空服胸甲
extraplanets:tier2_space_suit_jetpack_chest, 二阶太空服喷气背包胸甲
extraplanets:tier2_space_suit_legings, 二阶太空服护腿
extraplanets:tier2_space_suit_boots, 二阶太空服靴子
extraplanets:tier2_space_suit_gravity_boots, 二阶太空服重力靴子
extraplanets:tier3_space_suit_helmet, 三阶太空服头盔
extraplanets:tier3_space_suit_chest, 三阶太空服胸甲
extraplanets:tier3_space_suit_jetpack_chest, 三阶太空服喷气背包胸甲
extraplanets:tier3_space_suit_legings, 三阶太空服护腿
