Registry Name,ID,Has Block,Class
ic2:air,4124,true,ic2.core.item.block.ItemBlockIC2
ic2:hydrogen,4125,true,ic2.core.item.block.ItemBlockIC2
ic2:oxygen,4126,true,ic2.core.item.block.ItemBlockIC2
ic2:heavy_water,4127,true,ic2.core.item.block.ItemBlockIC2
ic2:milk,4128,true,ic2.core.item.block.ItemBlockIC2
ic2:advanced_batpack,4129,false,ic2.core.item.armor.ItemArmorAdvBatpack
ic2:alloy_chestplate,4130,false,ic2.core.item.armor.ItemArmorIC2
ic2:batpack,4131,false,ic2.core.item.armor.ItemArmorBatpack
ic2:bronze_boots,4132,false,ic2.core.item.armor.ItemArmorIC2
ic2:bronze_chestplate,4133,false,ic2.core.item.armor.ItemArmorIC2
ic2:bronze_helmet,4134,false,ic2.core.item.armor.ItemArmorIC2
ic2:bronze_leggings,4135,false,ic2.core.item.armor.ItemArmorIC2
ic2:cf_pack,4136,false,ic2.core.item.armor.ItemArmorCFPack
ic2:energy_pack,4137,false,ic2.core.item.armor.ItemArmorEnergypack
ic2:hazmat_chestplate,4138,false,ic2.core.item.armor.ItemArmorHazmat
ic2:hazmat_helmet,4139,false,ic2.core.item.armor.ItemArmorHazmat
ic2:hazmat_leggings,4140,false,ic2.core.item.armor.ItemArmorHazmat
ic2:jetpack,4141,false,ic2.core.item.armor.ItemArmorJetpack
ic2:jetpack_electric,4142,false,ic2.core.item.armor.ItemArmorJetpackElectric
ic2:lappack,4143,false,ic2.core.item.armor.ItemArmorLappack
ic2:nano_boots,4144,false,ic2.core.item.armor.ItemArmorNanoSuit
ic2:nano_chestplate,4145,false,ic2.core.item.armor.ItemArmorNanoSuit
ic2:nano_helmet,4146,false,ic2.core.item.armor.ItemArmorNanoSuit
ic2:nano_leggings,4147,false,ic2.core.item.armor.ItemArmorNanoSuit
ic2:nightvision_goggles,4148,false,ic2.core.item.armor.ItemArmorNightvisionGoggles
ic2:quantum_boots,4149,false,ic2.core.item.armor.ItemArmorQuantumSuit
ic2:quantum_chestplate,4150,false,ic2.core.item.armor.ItemArmorQuantumSuit
ic2:quantum_helmet,4151,false,ic2.core.item.armor.ItemArmorQuantumSuit
ic2:quantum_leggings,4152,false,ic2.core.item.armor.ItemArmorQuantumSuit
ic2:rubber_boots,4153,false,ic2.core.item.armor.ItemArmorHazmat
ic2:solar_helmet,4154,false,ic2.core.item.armor.ItemArmorSolarHelmet
ic2:static_boots,4155,false,ic2.core.item.armor.ItemArmorStaticBoots
ic2:boat,4156,false,ic2.core.item.ItemIC2Boat
ic2:barrel,4157,false,ic2.core.item.block.ItemBarrel
ic2:mug,4158,false,ic2.core.item.ItemMug
ic2:booze_mug,4159,false,ic2.core.item.ItemBooze
ic2:crushed,4160,false,ic2.core.item.ItemMulti
ic2:purified,4161,false,ic2.core.item.ItemMulti
ic2:dust,4162,false,ic2.core.item.ItemMulti
ic2:ingot,4163,false,ic2.core.item.ItemMulti
ic2:plate,4164,false,ic2.core.item.ItemMulti
ic2:casing,4165,false,ic2.core.item.ItemMulti
ic2:nuclear,4166,false,ic2.core.item.ItemNuclearResource
ic2:misc_resource,4167,false,ic2.core.item.ItemMulti
ic2:crafting,4168,false,ic2.core.item.ItemMulti
ic2:block_cutting_blade,4169,false,ic2.core.item.crafting.BlockCuttingBlade
ic2:upgrade_kit,4170,false,ic2.core.item.crafting.UpgradeKit
ic2:crop_stick,4171,false,ic2.core.crop.ItemCrop
ic2:crop_res,4172,false,ic2.core.item.ItemMulti
ic2:terra_wart,4173,false,ic2.core.item.ItemTerraWart
ic2:cropnalyzer,4174,false,ic2.core.item.tool.ItemCropnalyzer
ic2:re_battery,4175,false,ic2.core.item.ItemBattery
ic2:advanced_re_battery,4176,false,null
ic2:energy_crystal,4177,false,ic2.core.item.ItemBattery
ic2:lapotron_crystal,4178,false,ic2.core.item.ItemBattery
ic2:single_use_battery,4179,false,ic2.core.item.ItemBatterySU
ic2:charging_re_battery,4180,false,ic2.core.item.ItemBatteryChargeHotbar
ic2:advanced_charging_re_battery,4181,false,ic2.core.item.ItemBatteryChargeHotbar
ic2:charging_energy_crystal,4182,false,ic2.core.item.ItemBatteryChargeHotbar
ic2:charging_lapotron_crystal,4183,false,ic2.core.item.ItemBatteryChargeHotbar
ic2:heat_storage,4184,false,ic2.core.item.reactor.ItemReactorHeatStorage
ic2:tri_heat_storage,4185,false,ic2.core.item.reactor.ItemReactorHeatStorage
ic2:hex_heat_storage,4186,false,ic2.core.item.reactor.ItemReactorHeatStorage
ic2:plating,4187,false,ic2.core.item.reactor.ItemReactorPlating
ic2:heat_plating,4188,false,ic2.core.item.reactor.ItemReactorPlating
ic2:containment_plating,4189,false,ic2.core.item.reactor.ItemReactorPlating
ic2:heat_exchanger,4190,false,ic2.core.item.reactor.ItemReactorHeatSwitch
ic2:reactor_heat_exchanger,4191,false,ic2.core.item.reactor.ItemReactorHeatSwitch
ic2:component_heat_exchanger,4192,false,ic2.core.item.reactor.ItemReactorHeatSwitch
ic2:advanced_heat_exchanger,4193,false,ic2.core.item.reactor.ItemReactorHeatSwitch
ic2:heat_vent,4194,false,ic2.core.item.reactor.ItemReactorVent
ic2:reactor_heat_vent,4195,false,ic2.core.item.reactor.ItemReactorVent
ic2:overclocked_heat_vent,4196,false,ic2.core.item.reactor.ItemReactorVent
ic2:component_heat_vent,4197,false,ic2.core.item.reactor.ItemReactorVentSpread
ic2:advanced_heat_vent,4198,false,ic2.core.item.reactor.ItemReactorVent
ic2:neutron_reflector,4199,false,ic2.core.item.reactor.ItemReactorReflector
ic2:thick_neutron_reflector,4200,false,ic2.core.item.reactor.ItemReactorReflector
ic2:iridium_reflector,4201,false,ic2.core.item.reactor.ItemReactorIridiumReflector
ic2:rsh_condensator,4202,false,ic2.core.item.reactor.ItemReactorCondensator
ic2:lzh_condensator,4203,false,ic2.core.item.reactor.ItemReactorCondensator
ic2:heatpack,4204,false,ic2.core.item.reactor.ItemReactorHeatpack
ic2:uranium_fuel_rod,4205,false,ic2.core.item.reactor.ItemReactorUranium
ic2:dual_uranium_fuel_rod,4206,false,ic2.core.item.reactor.ItemReactorUranium
ic2:quad_uranium_fuel_rod,4207,false,ic2.core.item.reactor.ItemReactorUranium
ic2:mox_fuel_rod,4208,false,ic2.core.item.reactor.ItemReactorMOX
ic2:dual_mox_fuel_rod,4209,false,ic2.core.item.reactor.ItemReactorMOX
ic2:quad_mox_fuel_rod,4210,false,ic2.core.item.reactor.ItemReactorMOX
ic2:lithium_fuel_rod,4211,false,ic2.core.item.reactor.ItemReactorLithiumCell
ic2:depleted_isotope_fuel_rod,4212,false,ic2.core.item.reactor.ItemReactorDepletedUranium
ic2:tfbp,4213,false,ic2.core.item.tfbp.Tfbp
ic2:bronze_axe,4214,false,ic2.core.item.tool.Ic2Axe
ic2:bronze_hoe,4215,false,ic2.core.item.tool.Ic2Hoe
ic2:bronze_pickaxe,4216,false,ic2.core.item.tool.Ic2Pickaxe
ic2:bronze_shovel,4217,false,ic2.core.item.tool.Ic2Shovel
ic2:bronze_sword,4218,false,ic2.core.item.tool.Ic2Sword
ic2:cutter,4219,false,ic2.core.item.tool.ItemToolCutter
ic2:debug_item,4220,false,ic2.core.item.tool.ItemDebug
ic2:foam_sprayer,4221,false,ic2.core.item.tool.ItemSprayer
ic2:forge_hammer,4222,false,ic2.core.item.tool.ItemToolHammer
ic2:frequency_transmitter,4223,false,ic2.core.item.tool.ItemFrequencyTransmitter
ic2:meter,4224,false,ic2.core.item.tool.ItemToolMeter
ic2:tool_box,4225,false,ic2.core.item.ItemToolbox
ic2:treetap,4226,false,ic2.core.item.tool.ItemTreetap
ic2:wrench,4227,false,ic2.core.item.tool.ItemToolWrench
ic2:wrench_new,4228,false,ic2.core.item.tool.ItemToolWrenchNew
ic2:crowbar,4229,false,ic2.core.item.tool.ItemToolCrowbar
ic2:containment_box,4230,false,ic2.core.item.ItemContainmentbox
ic2:weeding_trowel,4231,false,ic2.core.item.tool.ItemWeedingTrowel
ic2:crop_seed_bag,4232,false,ic2.core.item.ItemCropSeed
ic2:advanced_scanner,4233,false,ic2.core.item.tool.ItemScannerAdv
ic2:chainsaw,4234,false,ic2.core.item.tool.ItemElectricToolChainsaw
ic2:diamond_drill,4235,false,ic2.core.item.tool.ItemDrill
ic2:drill,4236,false,ic2.core.item.tool.ItemDrill
ic2:electric_hoe,4237,false,ic2.core.item.tool.ItemElectricToolHoe
ic2:electric_treetap,4238,false,ic2.core.item.tool.ItemTreetapElectric
ic2:electric_wrench,4239,false,ic2.core.item.tool.ItemToolWrenchElectric
ic2:iridium_drill,4240,false,ic2.core.item.tool.ItemDrillIridium
ic2:mining_laser,4241,false,ic2.core.item.tool.ItemToolMiningLaser
ic2:nano_saber,4242,false,ic2.core.item.tool.ItemNanoSaber
ic2:obscurator,4243,false,ic2.core.item.tool.ItemObscurator
ic2:scanner,4244,false,ic2.core.item.tool.ItemScanner
ic2:wind_meter,4245,false,ic2.core.item.tool.ItemWindmeter
ic2:painter,4246,false,ic2.core.item.tool.ItemToolPainter
ic2:fluid_cell,4247,false,ic2.core.item.ItemFluidCell
ic2:cell,4248,false,ic2.core.item.ItemClassicCell
ic2:cable,4249,false,ic2.core.item.block.ItemCable
ic2:upgrade,4250,false,ic2.core.item.upgrade.ItemUpgradeModule
ic2:filled_tin_can,4251,false,ic2.core.item.ItemTinCan
ic2:filled_fuel_can,4252,false,ic2.core.item.ItemFilledFuelCan
ic2:iodine_tablet,4253,false,ic2.core.item.ItemIodineTablet
ic2:crystal_memory,4254,false,ic2.core.item.ItemCrystalMemory
ic2:rotor_wood,4255,false,ic2.core.item.resources.ItemWindRotor
ic2:rotor_bronze,4256,false,ic2.core.item.resources.ItemWindRotor
ic2:rotor_iron,4257,false,ic2.core.item.resources.ItemWindRotor
ic2:rotor_steel,4258,false,ic2.core.item.resources.ItemWindRotor
ic2:rotor_carbon,4259,false,ic2.core.item.resources.ItemWindRotor
ic2:dynamite,4260,false,ic2.core.item.block.ItemDynamite
ic2:dynamite_sticky,4261,false,ic2.core.item.block.ItemDynamite
ic2:remote,4262,false,ic2.core.item.tool.ItemRemote
ic2:pipe,4263,false,ic2.core.item.block.ItemFluidPipe
ic2:cover,4264,false,ic2.core.item.logistics.ItemPumpCover
ic2:coke,4265,false,ic2.core.item.ItemCoke
advanced_solar_panels:advancedsolarhelmet,4266,false,com.chocohead.advsolar.items.ItemArmourSolarHelmet
advanced_solar_panels:hybridsolarhelmet,4267,false,com.chocohead.advsolar.items.ItemArmourSolarHelmet
advanced_solar_panels:ultimatesolarhelmet,4268,false,com.chocohead.advsolar.items.ItemArmourSolarHelmet
advanced_solar_panels:crafting,4269,false,com.chocohead.advsolar.items.ItemCraftingThings
advanced_solar_panels:double_stone_slab,4270,true,com.chocohead.advsolar.items.ItemDoubleSlab
flammpfeil.slashblade:proudsoul,4271,false,mods.flammpfeil.slashblade.item.ItemProudSoul
flammpfeil.slashblade:slashblade,4272,false,cn.mmf.lastsmith.item.ItemSlashBladeTLS
flammpfeil.slashblade:slashbladewood,4273,false,cn.mmf.lastsmith.item.ItemSlashBladeDetuneTLS
flammpfeil.slashblade:slashbladebamboolight,4274,false,cn.mmf.lastsmith.item.ItemSlashBladeDetuneTLS
flammpfeil.slashblade:slashbladesilverbamboolight,4275,false,cn.mmf.lastsmith.item.ItemSlashBladeDetuneTLS
flammpfeil.slashblade:slashbladewhite,4276,false,cn.mmf.lastsmith.item.ItemSlashBladeDetuneTLS
flammpfeil.slashblade:slashbladewrapper,4277,false,mods.flammpfeil.slashblade.ItemSlashBladeWrapper
flammpfeil.slashblade:slashbladenamed,4278,false,mods.flammpfeil.slashblade.ItemSlashBladeNamed
lastsmith:sakura_steel_block,4279,true,net.minecraft.item.ItemBlock
lastsmith:materials,4280,false,cn.mcmod_mmf.mmlib.item.ItemBase
lastsmith:scroll,4281,false,null
lastsmith:blade,4282,false,cn.mcmod_mmf.mmlib.item.ItemBase
lastsmith:heatted_blade,4283,false,cn.mmf.lastsmith.item.ItemHeattedBlade
lastsmith:forging_hammer,4284,false,cn.mmf.lastsmith.item.ItemHammer
lastsmith:wooden_saya,4285,false,cn.mmf.lastsmith.item.ItemSlashBladeSaya
lastsmith:bamboo_saya,4286,false,cn.mmf.lastsmith.item.ItemSlashBladeSaya
lastsmith:white_top,4287,false,cn.mmf.lastsmith.item.ItemSlashBladeDetuneTLS
lastsmith:.slashblade.named,4288,false,cn.mmf.lastsmith.item.ItemSlashBladeNamedTLS
lastsmith:handmade_white,4289,false,cn.mmf.lastsmith.blades.handmade.ItemSlashBladeHandmade
lastsmith:handmade_saya_0,4290,false,cn.mmf.lastsmith.blades.handmade.ItemSlashBladeSayaHandmade
lastsmith:slashblade_eu,4291,false,cn.mmf.lastsmith.blades.compat.ItemSlashBladeEU
lastsmith:slashblade_rf,4292,false,cn.mmf.lastsmith.blades.compat.ItemSlashBladeRF
forge:bucketfilled,4293,false,net.minecraftforge.fluids.UniversalBucket
galacticraftcore:crude_oil_still,4294,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:bucket_oil,4295,false,micdoodle8.mods.galacticraft.core.items.ItemBucketGC
galacticraftcore:fuel,4296,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:bucket_fuel,4297,false,micdoodle8.mods.galacticraft.core.items.ItemBucketGC
galacticraftcore:landing_pad,4298,true,micdoodle8.mods.galacticraft.core.items.ItemBlockLandingPad
galacticraftcore:landing_pad_full,4299,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:unlit_torch,4300,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:unlit_torch_lit,4301,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:distributor,4302,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:collector,4303,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:oxygen_compressor,4304,true,micdoodle8.mods.galacticraft.core.items.ItemBlockOxygenCompressor
galacticraftcore:sealer,4305,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:oxygen_detector,4306,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:aluminum_wire,4307,true,micdoodle8.mods.galacticraft.core.items.ItemBlockAluminumWire
galacticraftcore:fluid_pipe,4308,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:fluid_pipe_pull,4309,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:refinery,4310,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:fuel_loader,4311,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:cargo,4312,true,micdoodle8.mods.galacticraft.core.items.ItemBlockCargoLoader
galacticraftcore:rocket_workbench,4313,true,micdoodle8.mods.galacticraft.core.items.ItemBlockNasaWorkbench
galacticraftcore:basic_block_core,4314,true,micdoodle8.mods.galacticraft.core.items.ItemBlockBase
galacticraftcore:air_lock_frame,4315,true,micdoodle8.mods.galacticraft.core.items.ItemBlockAirLock
galacticraftcore:air_lock_seal,4316,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:space_glass_clear,4317,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGlassGC
galacticraftcore:space_glass_vanilla,4318,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGlassGC
galacticraftcore:space_glass_strong,4319,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGlassGC
galacticraftcore:magnetic_table,4320,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:enclosed,4321,true,micdoodle8.mods.galacticraft.core.items.ItemBlockEnclosed
galacticraftcore:space_station_base,4322,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:parachest,4323,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:solar,4324,true,micdoodle8.mods.galacticraft.core.items.ItemBlockSolar
galacticraftcore:dishbase,4325,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:machine,4326,true,micdoodle8.mods.galacticraft.core.items.ItemBlockMachine
galacticraftcore:machine2,4327,true,micdoodle8.mods.galacticraft.core.items.ItemBlockMachine
galacticraftcore:machine3,4328,true,micdoodle8.mods.galacticraft.core.items.ItemBlockMachine
galacticraftcore:machine_tiered,4329,true,micdoodle8.mods.galacticraft.core.items.ItemBlockMachine
galacticraftcore:machine4,4330,true,micdoodle8.mods.galacticraft.core.items.ItemBlockMachine
galacticraftcore:panel_lighting,4331,true,micdoodle8.mods.galacticraft.core.items.ItemBlockPanel
galacticraftcore:glowstone_torch,4332,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:fallen_meteor,4333,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:basic_block_moon,4334,true,micdoodle8.mods.galacticraft.core.items.ItemBlockMoon
galacticraftcore:cheese,4335,true,micdoodle8.mods.galacticraft.core.items.ItemBlockCheese
galacticraftcore:spin_thruster,4336,true,micdoodle8.mods.galacticraft.core.items.ItemBlockThruster
galacticraftcore:view_screen,4337,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:telemetry,4338,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:arclamp,4339,true,micdoodle8.mods.galacticraft.core.items.ItemBlockArclamp
galacticraftcore:treasure_chest,4340,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:fluid_tank,4341,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:boss_spawner,4342,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:tin_stairs_1,4343,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:tin_stairs_2,4344,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:moon_stairs_stone,4345,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:moon_stairs_brick,4346,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:wall_gc,4347,true,micdoodle8.mods.galacticraft.core.items.ItemBlockWallGC
galacticraftcore:slab_gc_half,4348,true,micdoodle8.mods.galacticraft.core.items.ItemBlockSlabGC
galacticraftcore:slab_gc_double,4349,true,micdoodle8.mods.galacticraft.core.items.ItemBlockSlabGC
galacticraftcore:concealed_redstone,4350,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:concealed_repeater_pow,4351,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:concealed_repeater,4352,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:concealed_detector,4353,true,micdoodle8.mods.galacticraft.core.items.ItemBlockCreativeGC
galacticraftcore:platform,4354,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftcore:emergency_box,4355,true,micdoodle8.mods.galacticraft.core.items.ItemBlockEmergencyBox
galacticraftcore:grating,4356,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftcore:rocket_t1,4357,false,micdoodle8.mods.galacticraft.core.items.ItemTier1Rocket
galacticraftcore:oxygen_mask,4358,false,micdoodle8.mods.galacticraft.core.items.ItemOxygenMask
galacticraftcore:oxygen_gear,4359,false,micdoodle8.mods.galacticraft.core.items.ItemOxygenGear
galacticraftcore:oxygen_tank_light_full,4360,false,micdoodle8.mods.galacticraft.core.items.ItemOxygenTank
galacticraftcore:oxygen_tank_med_full,4361,false,micdoodle8.mods.galacticraft.core.items.ItemOxygenTank
galacticraftcore:oxygen_tank_heavy_full,4362,false,micdoodle8.mods.galacticraft.core.items.ItemOxygenTank
galacticraftcore:infinite_oxygen,4363,false,micdoodle8.mods.galacticraft.core.items.ItemCanisterOxygenInfinite
galacticraftcore:sensor_lens,4364,false,micdoodle8.mods.galacticraft.core.items.ItemBase
galacticraftcore:sensor_glasses,4365,false,micdoodle8.mods.galacticraft.core.items.ItemSensorGlasses
galacticraftcore:standard_wrench,4366,false,micdoodle8.mods.galacticraft.core.items.ItemUniversalWrench
galacticraftcore:steel_pickaxe,4367,false,micdoodle8.mods.galacticraft.core.items.ItemPickaxeGC
galacticraftcore:steel_axe,4368,false,micdoodle8.mods.galacticraft.core.items.ItemAxeGC
galacticraftcore:steel_hoe,4369,false,micdoodle8.mods.galacticraft.core.items.ItemHoeGC
galacticraftcore:steel_shovel,4370,false,micdoodle8.mods.galacticraft.core.items.ItemSpadeGC
galacticraftcore:steel_sword,4371,false,micdoodle8.mods.galacticraft.core.items.ItemSwordGC
galacticraftcore:steel_helmet,4372,false,micdoodle8.mods.galacticraft.core.items.ItemArmorGC
galacticraftcore:steel_chestplate,4373,false,micdoodle8.mods.galacticraft.core.items.ItemArmorGC
galacticraftcore:steel_leggings,4374,false,micdoodle8.mods.galacticraft.core.items.ItemArmorGC
galacticraftcore:steel_boots,4375,false,micdoodle8.mods.galacticraft.core.items.ItemArmorGC
galacticraftcore:canister,4376,false,micdoodle8.mods.galacticraft.core.items.ItemCanister
galacticraftcore:air_vent,4377,false,micdoodle8.mods.galacticraft.core.items.ItemBase
galacticraftcore:air_fan,4378,false,micdoodle8.mods.galacticraft.core.items.ItemBase
galacticraftcore:oxygen_concentrator,4379,false,micdoodle8.mods.galacticraft.core.items.ItemBase
galacticraftcore:engine,4380,false,micdoodle8.mods.galacticraft.core.items.ItemRocketEngineGC
galacticraftcore:heavy_plating,4381,false,micdoodle8.mods.galacticraft.core.items.ItemBase
galacticraftcore:nose_cone,4382,false,micdoodle8.mods.galacticraft.core.items.ItemBase
galacticraftcore:rocket_fins,4383,false,micdoodle8.mods.galacticraft.core.items.ItemBase
galacticraftcore:steel_pole,4384,false,micdoodle8.mods.galacticraft.core.items.ItemBase
galacticraftcore:canvas,4385,false,micdoodle8.mods.galacticraft.core.items.ItemBase
galacticraftcore:oil_canister_partial,4386,false,micdoodle8.mods.galacticraft.core.items.ItemOilCanister
galacticraftcore:fuel_canister_partial,4387,false,micdoodle8.mods.galacticraft.core.items.ItemFuelCanister
galacticraftcore:schematic,4388,false,micdoodle8.mods.galacticraft.core.items.ItemSchematic
galacticraftcore:key,4389,false,micdoodle8.mods.galacticraft.core.items.ItemKey
galacticraftcore:buggymat,4390,false,micdoodle8.mods.galacticraft.core.items.ItemBuggyMaterial
galacticraftcore:buggy,4391,false,micdoodle8.mods.galacticraft.core.items.ItemBuggy
galacticraftcore:basic_item,4392,false,micdoodle8.mods.galacticraft.core.items.ItemBasic
galacticraftcore:food,4393,false,micdoodle8.mods.galacticraft.core.items.ItemFood
galacticraftcore:battery,4394,false,micdoodle8.mods.galacticraft.core.items.ItemBattery
galacticraftcore:infinite_battery,4395,false,micdoodle8.mods.galacticraft.core.items.ItemBatteryInfinite
galacticraftcore:meteor_chunk,4396,false,micdoodle8.mods.galacticraft.core.items.ItemMeteorChunk
galacticraftcore:cheese_curd,4397,false,micdoodle8.mods.galacticraft.core.items.ItemCheese
galacticraftcore:meteoric_iron_raw,4398,false,micdoodle8.mods.galacticraft.core.items.ItemMeteoricIron
galacticraftcore:item_basic_moon,4399,false,micdoodle8.mods.galacticraft.core.items.ItemMoon
galacticraftcore:flag,4400,false,micdoodle8.mods.galacticraft.core.items.ItemFlag
galacticraftcore:parachute,4401,false,micdoodle8.mods.galacticraft.core.items.ItemParaChute
galacticraftcore:prelaunch_checklist,4402,false,micdoodle8.mods.galacticraft.core.items.ItemPreLaunchChecklist
galacticraftcore:dungeonfinder,4403,false,micdoodle8.mods.galacticraft.core.items.ItemBase
galacticraftcore:emergency_kit,4404,false,micdoodle8.mods.galacticraft.core.items.ItemEmergencyKit
galacticraftcore:ic2compat,4405,false,micdoodle8.mods.galacticraft.core.items.ItemIC2Compat
galacticraftplanets:sludge,4406,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftplanets:bucket_sludge,4407,false,micdoodle8.mods.galacticraft.core.items.ItemBucketGC
galacticraftplanets:treasure_t2,4408,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftplanets:mars,4409,true,micdoodle8.mods.galacticraft.planets.mars.items.ItemBlockMars
galacticraftplanets:cavern_vines,4410,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftplanets:slimeling_egg,4411,true,micdoodle8.mods.galacticraft.planets.mars.items.ItemBlockEgg
galacticraftplanets:creeper_egg,4412,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftplanets:mars_machine,4413,true,micdoodle8.mods.galacticraft.planets.mars.items.ItemBlockMachine
galacticraftplanets:mars_machine_t2,4414,true,micdoodle8.mods.galacticraft.planets.mars.items.ItemBlockMachine
galacticraftplanets:boss_spawner_mars,4415,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftplanets:mars_stairs_cobblestone,4416,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftplanets:mars_stairs_brick,4417,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftplanets:carbon_fragments,4418,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemCarbonFragments
galacticraftplanets:item_basic_mars,4419,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemBasicMars
galacticraftplanets:desh_pick,4420,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemPickaxeMars
galacticraftplanets:desh_pick_slime,4421,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemPickaxeStickyMars
galacticraftplanets:desh_axe,4422,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemAxeMars
galacticraftplanets:desh_hoe,4423,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemHoeMars
galacticraftplanets:desh_spade,4424,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemSpadeMars
galacticraftplanets:desh_sword,4425,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemSwordMars
galacticraftplanets:desh_helmet,4426,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemArmorMars
galacticraftplanets:desh_chestplate,4427,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemArmorMars
galacticraftplanets:desh_leggings,4428,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemArmorMars
galacticraftplanets:desh_boots,4429,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemArmorMars
galacticraftplanets:rocket_t2,4430,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemTier2Rocket
galacticraftplanets:key,4431,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemKeyMars
galacticraftplanets:schematic,4432,false,micdoodle8.mods.galacticraft.planets.mars.items.ItemSchematicTier2
galacticraftplanets:asteroids_block,4433,true,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBlockAsteroids
galacticraftplanets:walkway,4434,true,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBlockWalkway
galacticraftplanets:beam_reflector,4435,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftplanets:beam_receiver,4436,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftplanets:telepad_short,4437,true,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBlockShortRangeTelepad
galacticraftplanets:dense_ice,4438,true,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
galacticraftplanets:miner_base,4439,true,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
galacticraftplanets:grapple,4440,false,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemGrappleHook
